mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,pitch_mean,pitch_std,voiced_ratio,spec_centroid_mean,spec_centroid_std,spec_bandwidth_mean,spec_rolloff_mean,spec_flatness_mean,zcr_mean,zcr_std,rms_mean,rms_std,chroma_mean,chroma_std,mel_band1_mean,mel_band2_mean,mel_band3_mean,mel_band4_mean,path,client_id,spk_idx,gender,age,duration
-384.4140319824219,135.488525390625,69.6438217163086,77.34761810302734,11.409337043762207,28.32703399658203,13.308999061584473,20.07380485534668,-4.839400291442871,20.678909301757812,7.546578884124756,15.684618949890137,-4.568469047546387,13.789824485778809,-12.184675216674805,14.773823738098145,-3.631531238555908,10.736271858215332,-3.754915237426758,9.54227066040039,-11.734850883483887,10.349495887756348,-2.145900011062622,7.489413738250732,-8.695364952087402,8.906550407409668,123.93158695166497,69.4481836971827,1.0,2709.9405860181087,1802.878709468592,2258.671367877334,5079.669283934791,0.06422102451324463,0.17488027283281735,0.14514387882470745,0.04353146627545357,0.06682512164115906,0.41101717948913574,0.30983856320381165,-23.957561492919922,-32.80243682861328,-38.18136215209961,-42.79732894897461,common_voice_en_42006138.mp3,47e310af6db6b62e9820ec86ab728d5b5a374e609c86eb3f831c1978f06ee69ede927331d4beb3d1c126bd362cc3a657b3ce2dedde4a6bb377cec1b3312ae10f,0,,unknown,7.4955
-343.8520812988281,136.27610778808594,52.67089080810547,70.54061889648438,4.062129974365234,33.27922439575195,28.712697982788086,29.053625106811523,15.22881031036377,31.497663497924805,0.07510258257389069,17.237009048461914,-17.864742279052734,19.649934768676758,-19.222326278686523,19.69898223876953,1.4915987253189087,14.167716026306152,-11.907633781433105,14.948172569274902,-9.09655475616455,14.252752304077148,-1.4268031120300293,15.440074920654297,-9.84947395324707,10.208484649658203,135.77295004901768,79.50937480460773,1.0,3105.9167152228815,1588.7937814906852,2454.5252414475963,5766.948560003698,0.06152944266796112,0.20340381148298817,0.13728810850836753,0.04165440797805786,0.04795929789543152,0.42129698395729065,0.30863550305366516,-20.92107391357422,-30.500776290893555,-30.1456298828125,-36.61141586303711,common_voice_en_40773379.mp3,62d6abcbb95b1bdf7baf814a83dd1c82e73f2557a051ffc05a52536772706b5890df4652ffe02ac18b583aa5440f31e804ce26019238ff94251e2f1e19645311,1,,fourties,7.8555
-415.1651306152344,132.94398498535156,106.86649322509766,78.41868591308594,10.634172439575195,24.11623191833496,33.35919952392578,26.870107650756836,12.299102783203125,20.75930404663086,8.774563789367676,16.855018615722656,0.3241371810436249,12.705251693725586,-0.44465285539627075,12.999279975891113,-6.348061561584473,14.051867485046387,-1.2822442054748535,9.235971450805664,2.15500545501709,7.813010215759277,-2.8069469928741455,11.50386905670166,4.063962459564209,6.7363128662109375,94.03016178393321,41.01718593459779,1.0,1240.9384704793201,866.6945266895002,1434.271169573305,2513.599154109208,0.001434802426956594,0.05392293149466192,0.0529916847940256,0.05243964493274689,0.05718538537621498,0.3615754544734955,0.31840014457702637,-21.1185245513916,-35.62218475341797,-41.129356384277344,-51.24866485595703,common_voice_en_23774819.mp3,64eec0ce74775025119b960ed846dc68b1bd6bbb6a71e5c448fc658faad48d858bf9e732f94e4aa94be52ceb05095d9cdd3796418797b0b0089ad52f64cdf2ea,2,male,thirties,6.509625
-394.26348876953125,153.61993408203125,79.14348602294922,69.04829406738281,22.84593963623047,30.413955688476562,26.17564582824707,22.576169967651367,2.1519951820373535,20.06981658935547,7.381388187408447,17.455322265625,-2.4989185333251953,14.157965660095215,1.5258136987686157,10.650559425354004,-5.9378557205200195,13.756928443908691,-4.674037933349609,10.551615715026855,-2.0031368732452393,10.461522102355957,-10.79757022857666,9.619490623474121,-6.236199378967285,9.815634727478027,108.27921155459325,58.203768600104226,1.0,2557.7824136490326,1691.570185553592,2313.2337356554117,4861.006067154255,0.03796808049082756,0.15508643617021275,0.13432376695366252,0.03160540759563446,0.03243429586291313,0.434682160615921,0.3032550811767578,-21.83369255065918,-34.753196716308594,-38.75598907470703,-42.399314880371094,common_voice_en_39759410.mp3,d1aae09f6895789c5b88b14786d3653f83ddca28408da608b0408c35db3afa11023c5a9445192d9dc26d6d3dc5ddf03cfc834125cbf18d955d8ef81a7c0303a5,3,,unknown,5.4435
-372.1094665527344,180.8792266845703,70.02590942382812,86.38399505615234,5.151019096374512,38.64924240112305,21.823505401611328,22.143346786499023,13.86152458190918,23.878698348999023,-3.669811248779297,19.58441925048828,2.660036325454712,11.395822525024414,-5.612079620361328,12.655156135559082,-22.029319763183594,23.099611282348633,-11.678947448730469,11.392704010009766,-4.525215148925781,10.137609481811523,2.135042428970337,11.177465438842773,-4.9170241355896,9.27929973602295,112.23722702084268,60.7378095675633,1.0,2974.5418513836244,1933.3301457342861,2350.230604998022,5469.345342917521,0.03797432780265808,0.18943911693135246,0.1557593436935894,0.039057642221450806,0.04055185616016388,0.43244999647140503,0.2921483516693115,-22.514265060424805,-32.040077209472656,-34.17483139038086,-41.37754440307617,common_voice_en_39583985.mp3,286883eb6c968ef6ad2ed729ff313d83e3a36337c0788ec97606fc8b47c9f44d3cf1fee8c9b7b917115d07286dd338ccc748c029ceb927f044e44cd47070b7f5,4,,unknown,5.6595
-456.3895568847656,111.2774658203125,61.94995880126953,67.89523315429688,27.680238723754883,28.665752410888672,28.733192443847656,29.087617874145508,5.494966983795166,21.701709747314453,10.06447982788086,17.081748962402344,-14.203805923461914,19.966203689575195,-13.037479400634766,14.719486236572266,-9.612543106079102,12.54556941986084,-6.729708194732666,13.502963066101074,-7.5523576736450195,12.309988021850586,-2.7088263034820557,8.945245742797852,-4.865192413330078,8.824426651000977,156.14760715664025,80.18740721944756,1.0,1786.2415077885892,1492.206882588485,1714.4092579376882,3228.4343510321473,0.04610231891274452,0.10373490535248042,0.11258293515908302,0.022462520748376846,0.033436961472034454,0.41063734889030457,0.30988243222236633,-28.712915420532227,-42.507652282714844,-44.35041427612305,-46.76276397705078,common_voice_en_39585107.mp3,295923ccc1fdefbae0f6f86a81e66e88740fc6808665d6845ff3c1d8b2cbf9f218ac576b7c0b93d8312c586bdf0e230726eef8b211241802574ab77310c7ef8c,5,,unknown,8.8995
-472.9015808105469,133.32485961914062,84.12226104736328,67.22309112548828,37.8438835144043,29.969873428344727,39.73308563232422,32.88314437866211,5.386995315551758,23.125139236450195,9.655165672302246,16.272613525390625,-15.50442123413086,20.726158142089844,-11.606059074401855,13.986006736755371,-13.858733177185059,13.300863265991211,-12.253129959106445,13.883994102478027,-6.6635050773620605,8.525375366210938,-4.987746715545654,8.358908653259277,-7.193511962890625,8.198912620544434,140.0037726231143,58.62680631590552,1.0,1427.0109627123688,1123.9185688350317,1673.4668294287053,2656.784927692819,0.007023628801107407,0.07364943484042553,0.08709358588430868,0.0315558984875679,0.036806389689445496,0.38590943813323975,0.31077510118484497,-25.628870010375977,-43.91303253173828,-45.99705123901367,-49.13405227661133,common_voice_en_39585113.mp3,295923ccc1fdefbae0f6f86a81e66e88740fc6808665d6845ff3c1d8b2cbf9f218ac576b7c0b93d8312c586bdf0e230726eef8b211241802574ab77310c7ef8c,5,,unknown,5.4435
-656.7984008789062,152.2488250732422,39.71418762207031,60.99440002441406,3.409559965133667,31.06094741821289,6.284482955932617,17.342090606689453,-5.411120414733887,18.497112274169922,-8.116569519042969,18.05862045288086,-6.470175266265869,17.120534896850586,-8.806220054626465,11.126860618591309,-0.8615584373474121,10.155494689941406,-0.12006234377622604,8.939168930053711,-2.8761303424835205,13.152092933654785,-0.5579360127449036,8.47995376586914,-0.0935782864689827,9.264275550842285,209.86989825503093,116.12597188362763,1.0,2444.0561952600715,924.0989560929003,2310.998626383341,4833.856791834677,0.05135544389486313,0.13824209749423963,0.06750036058195004,0.005203928332775831,0.011368496343493462,0.353546679019928,0.31943342089653015,-52.31203079223633,-58.169742584228516,-60.496788024902344,-64.06139373779297,common_voice_en_17291036.mp3,8178873aab67e3e288c7d3f5fcd151cf31a3ef91c839f95f1d109cab38cd7b43c4688681b471e726ca6c3a50f8de243af4007ec58edbe49b1ea0bd621af7f328,6,male,thirties,5.021625
-611.003662109375,131.57635498046875,108.91626739501953,75.34306335449219,1.8990198373794556,30.771038055419922,16.54410171508789,39.85154342651367,-14.887722969055176,31.143037796020508,-2.7167351245880127,16.53293800354004,-7.258733749389648,16.5748233795166,-4.070083141326904,12.631078720092773,-5.2358832359313965,11.05379867553711,-8.793787002563477,8.047561645507812,-5.570699691772461,10.938697814941406,-10.720978736877441,11.662903785705566,-1.6256250143051147,9.853763580322266,165.52893574148428,88.19507102213859,1.0,1986.9631493289512,1015.212778620458,1691.4453640053564,3841.754150390625,0.011920684017241001,0.13836296237244897,0.08317183392753216,0.005610889755189419,0.0075118462555110455,0.42855972051620483,0.2999563217163086,-39.65951919555664,-50.01631164550781,-57.484657287597656,-67.41622161865234,common_voice_en_18385361.mp3,ec2db3afb50f9f2e78b4deb87e02d57fafb61ea80655a74c516275c0a6391c6e5f8da8f3e171bfee92668590e41cbacb5b276fbd92d1ace9ea0b9b8ecf03424a,7,male,sixties,4.541625
-375.8744201660156,112.15106964111328,72.7706069946289,68.28814697265625,5.363152980804443,41.79796600341797,19.765949249267578,29.159358978271484,11.123859405517578,25.0704345703125,1.7921613454818726,20.16452980041504,-17.891700744628906,20.34895133972168,-17.774551391601562,14.41537094116211,-20.836973190307617,18.549461364746094,-11.61861515045166,15.967489242553711,-14.418251991271973,14.885344505310059,-5.88651704788208,13.516938209533691,-4.163193225860596,13.225422859191895,144.55946545827663,87.19654259290574,1.0,2325.8863275905755,1461.5965685389874,1932.887912445871,4222.526550292969,0.01829521544277668,0.146209716796875,0.11604993715680638,0.04088294878602028,0.05559459701180458,0.3260934352874756,0.3017212450504303,-22.108169555664062,-32.047630310058594,-36.61608123779297,-43.372222900390625,common_voice_en_39588755.mp3,ffe506ebbaf9ae295448c096543653d8391f475cc4ffc95d4da8c3b4b0b47bf8c559638d976b1dd5041c1f327d4f2478af6a32caceba1799435eb8735f01c13e,8,,unknown,6.3075
-544.4312133789062,148.96510314941406,79.91796875,63.97087097167969,-35.42525100708008,45.823726654052734,30.16770362854004,36.361019134521484,-10.814149856567383,23.44428253173828,0.194850355386734,20.191308975219727,-13.675068855285645,19.939231872558594,-12.357381820678711,17.182741165161133,-6.871757984161377,13.958819389343262,-7.4711737632751465,15.29497241973877,-4.43422794342041,11.22851848602295,-4.759672164916992,11.488431930541992,-0.42173105478286743,9.643087387084961,192.50356012220735,103.33055252687738,1.0,2372.406821424312,1134.1168352039401,1710.0819062952019,4221.858461441532,0.01758611761033535,0.1840872815860215,0.1216284880862106,0.007210975978523493,0.008526586927473545,0.41033852100372314,0.33549684286117554,-39.0304069519043,-43.83689880371094,-46.37862014770508,-61.239078521728516,common_voice_en_19888382.mp3,3a6c6f8cb15551b5f2f9f23d84d2c276c0e5e3a8bfadae6ca1a49456168616ec1069d95927ce1ccdcc0e5e6cd3cd05169935a5918232db658d98c20a93153e56,9,male,teens,6.461625
